_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
710,Roads and bridges,Transportation,Ontario,"Broad River, west of Rosseau",Planning,2024,Bridge rehabilitation,,Ontario,TBD,,,141,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.28627,-79.79182
711,Roads and bridges,Transportation,Ontario,"North junction of Haliburton Rd. 121 Northerly, Minden",Planning,2025-2026,"Resurfacing, Paved shoulders",,Ontario,TBD,,,35,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,44.9394601,-78.7119413
712,Roads and bridges,Transportation,Ontario,"Unnamed culvert, west of Carnarvon",Planning,2025-2026,Culvert replacement,,Ontario,TBD,,,118,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.04135,-78.7313
713,Roads and bridges,Transportation,Ontario,Thessalon to Iron Bridge,Under construction,2025,"Culvert replacement, Resurfacing, Intersection improvements, Culvert rehabilitation",,Ontario,TBD,,,17,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,46.2786093,-83.2224698
714,Roads and bridges,Transportation,Ontario,"Magnetawan River Bridge, Harris River Culvert, Byng Inlet",Complete,2023,"Bridge rehabilitation, Culvert rehabilitation",,Ontario,TBD,,,69,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.77462,-80.49718
715,Roads and bridges,Transportation,Ontario,"Sand Dam Rd. northerly to Ellesmere Rd., North Bay",Planning,To Be Determined,"Safety improvements, Resurfacing, Passing lane",,Ontario,TBD,,,11,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,46.49393805,-79.50294943
716,Roads and bridges,Transportation,Ontario,"South of south junction Haliburton Rd. 121 southerly, Moore Falls",Planning,2025-2026,Resurfacing,,Ontario,TBD,,,35,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,44.77233562,-78.81383217
717,Roads and bridges,Transportation,Ontario,"Hwy 400/7289 interchange northerly, Foot's Bay",Planning,2024,Resurfacing,,Ontario,TBD,,,To be assigned,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.09172369,-79.78536605
718,Roads and bridges,Transportation,Ontario,"South Kashe Lake Rd. to Muskoka Rd. 141/6 interchange, Gravenhurst",Planning,To Be Determined,Resurfacing,,Ontario,TBD,,,11,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,44.83807934,-79.31913876
719,Roads and bridges,Transportation,Ontario,"North of Muskoka Rd. 169, northerly, north of Gordon Bay",Complete,2023,Resurfacing,,Ontario,TBD,,,"141, To be assigned",0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.2830544,-79.8341528
720,Roads and bridges,Transportation,Ontario,"McCarthy St. underpass, McFadden Line underpass and  Hwy 522 underpass, Trout Creek",Planning,2025-2026,Bridge rehabilitation,,Ontario,TBD,,,11,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.99781378,-79.36535758
721,Roads and bridges,Transportation,Ontario,"Sudbury easterly to Kukagami Rd., west of Markstay",Complete,2023,"Traffic signals, Paved shoulders, Resurfacing",,Ontario,TBD,,,17,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,46.52107485,-80.64080835
722,Roads and bridges,Transportation,Ontario,"CPR overhead, Markstay",Complete,2023,Bridge rehabilitation,,Ontario,TBD,,,17,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,46.494083,-80.559344
723,Roads and bridges,Transportation,Ontario,"Kattawagami River Bridge, Floodwood River Bridge and Little Abitibi River Bridge, north of Cochrane",Planning,2025-2026,Bridge replacement,,Ontario,TBD,,,652,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.91626,-80.11722
724,Roads and bridges,Transportation,Ontario,"Severn River Bridge northerly, Port Severn",Under construction,2024,"Resurfacing, Bridge rehabilitation",,Ontario,TBD,,,400,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,44.80001545,-79.72274982
725,Roads and bridges,Transportation,Ontario,Garden River to Echo Bay,Planning,2025-2026,Resurfacing,,Ontario,TBD,,,"17, 17B",0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,46.49804461,-84.04126838
726,Roads and bridges,Transportation,Ontario,Sault Ste. Marie to Heyden,Planning,2025-2026,"Culvert rehabilitation, Resurfacing, Paved shoulders",,Ontario,TBD,,,17,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,46.60984188,-84.29820323
727,Roads and bridges,Transportation,Ontario,"Spanish River Bridge, Massey",Under construction,2024,Bridge rehabilitation,,Ontario,TBD,,,To be assigned,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,46.20469,-82.07444
728,Roads and bridges,Transportation,Ontario,"North of Hwy 661 northerly, north of Gogama",Planning,To Be Determined,"Resurfacing, Culvert rehabilitation",,Ontario,TBD,,,144,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.01767946,-81.58587492
729,Roads and bridges,Transportation,Ontario,"Mattawasaga River Bridge and Ghost River Bridge, east of Matheson",Planning,2025-2026,Bridge rehabilitation,,Ontario,TBD,,,101,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.52711,-79.87209
730,Roads and bridges,Transportation,Ontario,"Hwy 518 interchange northerly, Emsdale to Burk's Falls",Under construction,2024,"Resurfacing, Hazard rock removal",,Ontario,TBD,,,"11, 520, To be assigned",0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.55098672,-79.34080408
731,Roads and bridges,Transportation,Ontario,"Musquash River Bridge to north of Muskoka Rd. 12 interchange, north of Crooked Bay",Planning,To Be Determined,Resurfacing,,Ontario,TBD,,,400,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.01605787,-79.77820488
732,Roads and bridges,Transportation,Ontario,"Hwy 400 south of Muskoka Rd. 34/48 interchange northerly to Crooked Bay, south of Crooked Bay",Planning,2025-2026,"Resurfacing, Bridge rehabilitation",,Ontario,TBD,,,400,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,44.84014566,-79.7386826
733,Roads and bridges,Transportation,Ontario,"Muskoka Rd. 34/48 interchange and Muskoka Rd. 33 interchange, south and north of Crooked Bay",Planning,To Be Determined,Bridge rehabilitation,,Ontario,TBD,,,400,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,44.96740804,-79.77443702
734,Roads and bridges,Transportation,Ontario,"Opeongo River Bridge, Madawaska River Bridge and Poverty Creek Culvert, Madawaska",Planning,To Be Determined,"Bridge replacement, Culvert replacement",,Ontario,TBD,,,60,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.502641,-77.978416
735,Roads and bridges,Transportation,Ontario,"West of north junction of Hwy 11/17 westerly, west of North Bay",Complete,2023,"Bridge rehabilitation, Culvert rehabilitation, Resurfacing",,Ontario,TBD,,,17,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,46.38975,-79.99933
736,Roads and bridges,Transportation,Ontario,"East of north junction Hwy 101 easterly, east of Chapleau",Planning,2025-2026,Resurfacing,,Ontario,TBD,,,101,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,47.99442258,-82.90347037
737,Roads and bridges,Transportation,Ontario,"East of Hwy 524 easterly to west of Hwy 522B, Commanda to Trout Creek",Complete,2023,Resurfacing,,Ontario,TBD,,,522,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.98518946,-79.36618833
738,Roads and bridges,Transportation,Ontario,"South of Hornepayne northerly to Nagagamisis Narrows Bridge, Hornepayne",Under construction,2025,"Resurfacing, Bridge replacement, Culvert replacement, Paved shoulders, Bridge rehabilitation",,Ontario,TBD,,,631,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.2119374,-84.7675789
739,Roads and bridges,Transportation,Ontario,"Goreville Rd. Underpass, South River",Planning,2025-2026,Bridge rehabilitation,,Ontario,TBD,,,11,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.90092078,-79.37105356
740,Roads and bridges,Transportation,Ontario,"North Creek Bridge and Shadow River Culvert, Magnetawan",Planning,2025-2026,"Culvert rehabilitation, Bridge rehabilitation",,Ontario,TBD,,,"124, 520",0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.668631,-79.741265
741,Roads and bridges,Transportation,Ontario,"0.8 km west of Hwy 573 easterly to junction of Hwy 11, Englehart",Under construction,2024,"Resurfacing, Culvert rehabilitation, Bridge rehabilitation, Culvert replacement",,Ontario,TBD,,,"11, 560",0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,47.8274768,-79.8888
742,Roads and bridges,Transportation,Ontario,1 km north of Stirling Creek Rd. to Muskoka Rd. overpass and Sundridge,Planning,2025-2026,Resurfacing,,Ontario,TBD,,,"11, To be assigned",0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.68183604,-79.42629822
743,Roads and bridges,Transportation,Ontario,Kapuskasing easterly to west of Fauquier,Planning,2025-2026,"Resurfacing, Culvert rehabilitation, Paved shoulders",,Ontario,TBD,,,11,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.31748251,-82.05352387
744,Roads and bridges,Transportation,Ontario,West junction of Hwy 520 to McKellar,Planning,2025-2026,Resurfacing,,Ontario,TBD,,,124,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.57406609,-79.9159118
745,Roads and bridges,Transportation,Ontario,"South of Hwy 101 southerly, south of Wawa",Planning,2025-2026,"Resurfacing, Bridge rehabilitation, Paved shoulders",,Ontario,TBD,,,17,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,47.69882968,-84.81449899
746,Roads and bridges,Transportation,Ontario,"Star Lake Rd. to the junction of Hwy 11/518 and Deer Lake Rd. to the north junction of Hwy 11, Emsdale",Planning,2025-2026,Resurfacing,,Ontario,TBD,,,"518, 592",0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.5459355,-79.32636526
747,Roads and bridges,Transportation,Ontario,Sturgeon Falls to Field,Planning,2025-2026,"Resurfacing, Culvert replacement",,Ontario,TBD,,,"575, 64",0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,46.37393961,-79.93613604
748,Roads and bridges,Transportation,Ontario,"Unnamed culvert, 15.6 km south of Hwy 17, Eau Claire",Planning,2024,Culvert replacement,,Ontario,TBD,,,630,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,46.17278,-78.91614
749,Roads and bridges,Transportation,Ontario,West of Markstay easterly to Hagar,Planning,2025-2026,"Resurfacing, Paved shoulders, Bridge rehabilitation",,Ontario,TBD,,,17,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,46.45010248,-80.40008436
750,Roads and bridges,Transportation,Ontario,"East of Michipicoten River Bridge to Hwy 547 and Hwy 101 northerly, Hawk Junction",Planning,To Be Determined,"Resurfacing, Culvert rehabilitation",,Ontario,TBD,,,"101, 547",0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,47.93912111,-84.49375173
751,Roads and bridges,Transportation,Ontario,"Pickeral River Bridge, Bigwood",Planning,2025-2026,Bridge rehabilitation,,Ontario,TBD,,,69,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.997181,-80.566803
752,Roads and bridges,Transportation,Ontario,"Madawaska River Bridge north branch, west of Whitney",Planning,2025-2026,Bridge rehabilitation,,Ontario,TBD,,,60,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.57911416,-78.51462692
753,Roads and bridges,Transportation,Ontario,Trout Creek Bridges,Planning,To Be Determined,Bridge rehabilitation,,Ontario,TBD,,,11,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.9777941,-79.38236384
754,Roads and bridges,Transportation,Ontario,"Clute Creek Culverts, north of Cochrane",Planning,2024,Culvert replacement,,Ontario,TBD,,,579,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.134071,-81.074348
755,Roads and bridges,Transportation,Ontario,19.6 km to 24.7 km north of North Bay,Planning,2025-2026,Resurfacing,,Ontario,TBD,,,11,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,46.57862511,-79.63336845
756,Roads and bridges,Transportation,Ontario,"Bay of the French River Bridge, east of Alban",Planning,2024,Bridge rehabilitation,,Ontario,TBD,,,64,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,46.10142,-80.57988
757,Roads and bridges,Transportation,Ontario,"7.9 km east of Hwy 630 to Hwy 531, Bonfield",Planning,2025-2026,Resurfacing,,Ontario,TBD,,,17,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,46.28608298,-78.82274272
758,Roads and bridges,Transportation,Ontario,"East junction of Regional Rd. 55 to Hwy 69, Sudbury",Planning,2025-2026,Resurfacing,,Ontario,TBD,,,"17, To be assigned",0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,46.4955196,-80.8844513
759,Roads and bridges,Transportation,Ontario,Whitestone Lake Bridge at Dunchurch and Whitestone River Bridge at Whitestone,Planning,2025-2026,Bridge rehabilitation,,Ontario,TBD,,,"124, 520",0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.68331,-79.97513
760,Roads and bridges,Transportation,Ontario,South Baymouth northerly 23.8 km,Planning,2025-2026,Resurfacing,,Ontario,TBD,,,6,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.55902995,-82.00851744
761,Roads and bridges,Transportation,Ontario,Callander to Hwy 17,Planning,2025-2026,Resurfacing,,Ontario,TBD,,,94,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,46.2244005,-79.3584691
762,Roads and bridges,Transportation,Ontario,"East of Hwy 17 easterly to Hwy 547, Wawa easterly and Catfish Creek Culvert 2, north of Wawa",Planning,2025-2026,"Resurfacing, Culvert rehabilitation",,Ontario,TBD,,,"101, 17",0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.0456489,-84.5491526
763,Roads and bridges,Transportation,Ontario,South junction of Hwy 11/17 to 0.5 km west of Gormanville Rd.,Planning,2025-2026,Resurfacing,,Ontario,TBD,,,17,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,46.329361,-79.4661661
764,Roads and bridges,Transportation,Ontario,"Salve (Painkiller) Creek Bridge, Matheson",Planning,2025-2026,Bridge rehabilitation,,Ontario,TBD,,,101,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.53802019,-80.38879741
765,Roads and bridges,Transportation,Ontario,"Hwy 144 easterly to Government Rd., Timmins westerly",Planning,2025-2026,Resurfacing,,Ontario,TBD,,,101,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.47049836,-81.42073244
766,Roads and bridges,Transportation,Ontario,"ONR crossing easterly, Timmins",Planning,2025-2026,Resurfacing,,Ontario,TBD,,,101,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.5452578,-80.8908355
767,Roads and bridges,Transportation,Ontario,"Cochrane Bypass, extension of Hwy 652, Genier Rd. to Hwy 11, Cochrane",Planning,To Be Determined,New two-lane highway,,Ontario,TBD,,,652,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.06254848,-81.00539895
768,Roads and bridges,Transportation,Ontario,"Hwy 552 easterly to Hwy 532, east of Heyden and Hwy 556 northerly to Searchmont",Planning,2025-2026,Resurfacing,,Ontario,TBD,,,"532, 556",0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,46.6711875,-84.2686947
769,Roads and bridges,Transportation,Ontario,"Unnamed culvert, 3.4 km north of Hwy 560, Englehart",Planning,2025-2026,Culvert rehabilitation,,Ontario,TBD,,,11,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,47.85287,-79.91419
770,Roads and bridges,Transportation,Ontario,Serpent River easterly to Massey,Planning,2025-2026,"Resurfacing, Culvert replacement, Bridge rehabilitation",,Ontario,TBD,,,17,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,46.20509811,-82.17766978
771,Roads and bridges,Transportation,Ontario,"Moose Creek Culvert, Couttsville",Planning,2025-2026,Culvert rehabilitation,,Ontario,TBD,,,569,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,47.6788,-79.67409
772,Roads and bridges,Transportation,Ontario,"West of Hwy 631 easterly, west of Hearst",Planning,2025-2026,"Resurfacing, Paved shoulders",,Ontario,TBD,,,"11, 631",0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.75287372,-84.40894382
773,Roads and bridges,Transportation,Ontario,"Crooked Creek Culvert, Kenogami",Planning,2025-2026,Culvert rehabilitation,,Ontario,TBD,,,66,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.03957,-80.24073
774,Roads and bridges,Transportation,Ontario,"South junction of Hwy 101/129 northerly to Chapleau and easterly of north junction of Hwy 101/129, Chapleau easterly and Poulin Creek Culvert, south of Chapleau",Planning,2025-2026,"Culvert replacement, Resurfacing",,Ontario,TBD,,,"101, 129",0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,47.91963296,-83.14613486
775,Roads and bridges,Transportation,Ontario,"Net Lake Bridge, Temagami",Planning,To Be Determined,Bridge rehabilitation,,Ontario,TBD,,,11,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,47.10638962,-79.79337947
776,Roads and bridges,Transportation,Ontario,"Scorch River Culvert, Foleyet",Planning,2025-2026,Culvert rehabilitation,,Ontario,TBD,,,101,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.22343,-82.31833
777,Roads and bridges,Transportation,Ontario,"0.1 km south of Lakeshore Dr. northerly 0.7 km, Temagami",Planning,2025-2026,Resurfacing,,Ontario,TBD,,,11,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,47.06114221,-79.79208905
778,Roads and bridges,Transportation,Ontario,"14 km south of Hwy 11 to Hwy 11, Driftwood",Planning,2025-2026,Resurfacing,,Ontario,TBD,,,655,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.00417118,-81.39909613
779,Roads and bridges,Transportation,Ontario,"6.5 km to 18.3 km north of Hwy 570, Sesekinika",Planning,2025-2026,Resurfacing,,Ontario,TBD,,,11,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.26866355,-80.25790811
780,Roads and bridges,Transportation,Ontario,"Driftwood to 2.9 km north of Hwy 634, Smooth Rock Falls",Planning,To Be Determined,Resurfacing,,Ontario,TBD,,,11,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.14722373,-81.38596463
781,Roads and bridges,Transportation,Ontario,"Hwy 663 to 7.7 km east of Hwy 631, Calstock",Planning,To Be Determined,"Resurfacing, Paved shoulders",,Ontario,TBD,,,11,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.744491,-84.1267978
782,Roads and bridges,Transportation,Ontario,"Magpie River Bridge, Dubreuilville",Planning,To Be Determined,Bridge rehabilitation,,Ontario,TBD,,,519,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,48.35319037,-84.56317155
783,Roads and bridges,Transportation,Ontario,Hwy 108 to Blind River including the Spragge Creek Culvert and Marcellius Creek Culvert,Planning,To Be Determined,"Culvert replacement, Resurfacing",,Ontario,TBD,,,17,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,46.21262893,-82.57522674
784,Roads and bridges,Transportation,Ontario,"Hwy 563 to Mamainse Harbour Rd. and Pancake River Bridge, Batchawana Bay",Planning,2025-2026,"Bridge rehabilitation, Resurfacing",,Ontario,TBD,,,17,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,46.9454435,-84.5822041
785,Roads and bridges,Transportation,Ontario,"Wenebegon River Tributary Culvert, Aubrey Falls",Planning,2025-2026,Culvert replacement,,Ontario,TBD,,,129,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,47.12683,-83.1421
786,Roads and bridges,Transportation,Ontario,"Hwy 548 to Base Line Rd., Hilton Beach and Lakeview Rd. to Echo Bay",Planning,2025-2026,Resurfacing,,Ontario,TBD,,,"548, 638",0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,46.2952753,-83.9830614
787,Roads and bridges,Transportation,Ontario,"North junction of Hwy 529 to Hwy 522, Still River",Planning,2025-2026,Resurfacing,,Ontario,TBD,,,69,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.7710383,-80.4965856
788,Roads and bridges,Transportation,Ontario,"Renfrew-Nipissing boundary to Hwy 523, Madawaska",Planning,2025-2026,Resurfacing,,Ontario,TBD,,,60,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.53327994,-77.84621711
789,Roads and bridges,Transportation,Ontario,"South Muskoka River Bridge, Bracebridge",Planning,2025-2026,Bridge rehabilitation,,Ontario,TBD,,,11,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.00242618,-79.30252092
790,Roads and bridges,Transportation,Ontario,"Hwy 118 to Muskoka Rd. 117, including the North Muskoka River Bridges, Bracebridge",Planning,To Be Determined,"Bridge replacement, Bridge rehabilitation, Resurfacing",,Ontario,TBD,,,11,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,44.995372,-79.3060748
791,Roads and bridges,Transportation,Ontario,"Skeleton River Culvert, Bent River",Planning,To Be Determined,Culvert replacement,,Ontario,TBD,,,141,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.21972,-79.53087
792,Roads and bridges,Transportation,Ontario,"Muskoka Rd. 117 to Hwy 60, Boyne Creek Culvert #3 and Coopers Creek Culvert, Dwight",Planning,2025-2026,"Culvert replacement, Resurfacing",,Ontario,TBD,,,"35, 60",0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.2376589,-78.8966009
793,Roads and bridges,Transportation,Ontario,"Hwy 400 northerly to north of Hwy 7182, Shawanaga southerly",Planning,2025-2026,"Bridge rehabilitation, Resurfacing",,Ontario,TBD,,,69,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.4577867,-80.1527267
794,Roads and bridges,Transportation,Ontario,"North of Muskoka Rd. 169 northerly 10.6 km and Hwy 7289/Hwy 141 westerly 0.9 km, Gordon Bay",Planning,2025-2026,Resurfacing,,Ontario,TBD,,,"141, To be assigned",0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.1717391,-79.7637992
795,Roads and bridges,Transportation,Ontario,"Little East River Bridge, north of Hwy 11, Novar",Planning,2025-2026,Bridge replacement,,Ontario,TBD,,,592,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.46008,-79.24975
796,Roads and bridges,Transportation,Ontario,"CPR Swing Bridge (North Channel), north of Little Current",Planning,To Be Determined,Bridge replacement,,Ontario,TBD,,,6,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.980136,-81.914003
797,Roads and bridges,Transportation,Ontario,"16.7 km south of Hwy 533 northerly, Balsam Creek",Planning,2025-2026,Resurfacing,,Ontario,TBD,,,63,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,46.41337147,-79.21120067
798,Roads and bridges,Transportation,Ontario,"Nepewassi River Bridge, south of Hwy 17, Hagar",Planning,2024,Bridge rehabilitation,,Ontario,TBD,,,535,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,46.43243,-80.4197
799,Roads and bridges,Transportation,Ontario,"Hwy 69 overpass, Eastbound and Westbound Lanes, Sudbury",Planning,2025-2026,Bridge rehabilitation,,Ontario,TBD,,,17,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,46.4358289,-80.96765502
800,Roads and bridges,Transportation,Ontario,"Kindiogami River Bridge, Camp 8 Creek Bridge, Skunk Creek Bailey Bridge, Little White River Bridge, north of Elliot Lake",Planning,2025-2026,"Bridge rehabilitation, Bridge replacement",,Ontario,TBD,,,546,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,46.6595,-82.81374
801,Roads and bridges,Transportation,Ontario,"Unknown creek culvert, 4.9 km west of Hwy 11, Earlton",Planning,2025-2026,Culvert replacement,,Ontario,TBD,,,562,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,47.66772,-79.80471
802,Roads and bridges,Transportation,Ontario,"Poplar Rapids River Bridge, 13.5 km west of Hwy 634, Smooth Rock Falls",Planning,2025-2026,Bridge replacement,,Ontario,TBD,,,11,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.28924,-81.78459
803,Roads and bridges,Transportation,Ontario,"Grassy Lake Bridge, north of River Valley",Planning,2024,Bridge replacement,,Ontario,TBD,,,805,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,46.82034,-80.28191
804,Roads and bridges,Transportation,Ontario,"Hwy 17 to Hwy 554, Wharncliffe",Under construction,2025-2026,Resurfacing,,Ontario,TBD,,,129,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,46.27288383,-83.54515463
805,Roads and bridges,Transportation,Ontario,"Mississagi River Bridge, Wharncliffe",Planning,2025-2026,Bridge replacement,,Ontario,TBD,,,129,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,46.42191,-83.37606
806,Roads and bridges,Transportation,Ontario,"Driftwood River Bridge, east of Smooth Rock Falls",Under construction,2024,Bridge replacement,,Ontario,TBD,,,11,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,49.18898,-81.4379
807,Roads and bridges,Transportation,Ontario,"South junction of Hwy 129 westerly to Lawson Lake, Chapleau",Planning,2025-2026,Resurfacing,,Ontario,TBD,,,"101, 129",0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,47.7500432,-83.3888949
808,Roads and bridges,Transportation,Ontario,"South of Hwy 118 northerly, Carnarvon",Planning,2025-2026,"Bridge rehabilitation, Resurfacing, Paved shoulders",,Ontario,TBD,,,"118, 35",0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.02895907,-78.69330142
809,Roads and bridges,Transportation,Ontario,"Hwy 539 Warren northerly to Hwy 539A, River Valley",Planning,2025-2026,Resurfacing,,Ontario,TBD,,,"539, 539A, 805",0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,46.44525425,-80.30940844
810,Roads and bridges,Transportation,Ontario,"Hwy 35 easterly, Carnarvon to Haliburton",Complete,2023,"Resurfacing, Paved shoulders, Centre turn lane",,Ontario,TBD,,,118,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,45.0463774,-78.5086374
811,Roads and bridges,Transportation,Ontario,"Severn River Bridge to South Kashe Lake Rd., Severn River",Planning,2025-2026,Resurfacing,,Ontario,TBD,,,11,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,44.77643793,-79.33487266
812,Roads and bridges,Transportation,Ontario,"Wanapitei River, Mahzenazing River, Wolf Creek Bridges east of Killarney",Complete,2023,Bridge rehabilitation,,Ontario,TBD,,,"537, 637",0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,46.16048,-80.92231
813,Roads and bridges,Transportation,Ontario,"North of Hwy 560 northerly to Hwy 661, Gogama",Under construction,2024,Resurfacing,,Ontario,TBD,,,144,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,47.55111226,-81.85625506
814,Roads and bridges,Transportation,Ontario,"North of Hwy 535, West Arm Lake Nipsissing to Verner",Complete,2023,"Bridge rehabilitation, Resurfacing, Paved shoulders",,Ontario,TBD,,,64,0,,Yes,,,https://www.ontario.ca/page/ontarios-highway-programs,46.22715786,-80.31347387
