_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
336,Child care,Education,Toronto,St. Marguerite Bourgeoys Catholic Elementary School,Complete,September 2023,Expansion of existing school,Addition to accommodate 49 child care spaces,Toronto,Central,75 ALEXMUIR BLVD,M1V1H6,,"$545,521",,Yes,,,,43.80808,-79.28554
337,Child care,Education,Toronto,St. Florence Catholic Elementary School,Under construction,September 2026,Renovation of existing school,Renovation to accommodate 49 child care spaces,Toronto,Central,101 MURISON BLVD,M1B2L6,,"$818,281",,Yes,,,,43.79868,-79.2073
338,Child care,Education,Toronto,St. Malachy Catholic Secondary School,Planning,September 2026,Expansion of existing school,Addition to accommodate 49 child care spaces,Toronto,Central,80 BENNETT RD,M1E3Y3,,"$1,636,562",,Yes,,,,43.77131,-79.16582
339,Child care,Education,Toronto,école élémentaire catholique du Sacré-Cœur,Complete,February 2024,Renovation of existing school,Renovation to accommodate 24 child care spaces,Toronto,Central,98 ESSEX ST,M6G1T3,,"$280,783",,Yes,Yes,,,43.6674144,-79.4247821
340,Child care,Education,Toronto,école élémentaire catholique Sainte-Madeleine,Under construction,2024,Renovation of existing school,Renovation to accommodate 39 child care spaces,Toronto,Central,1 NESS DR,M3A2W1,,"$545,521",,Yes,Yes,,,43.7626,-79.32274
341,Child care,Education,Uxbridge,St. Joseph Catholic Elementary School,Complete,September 2017,Renovation of existing school,Renovation to accommodate 24 child care spaces,Durham,Central,25 QUAKER VILLAGE DR,L9P1A1,,"$257,127",,Yes,,,,44.10667,-79.13869
342,Child care,Education,Uxbridge,Scott Central Public Elementary School,Under construction,2024,Expansion of existing school,Addition to accommodate 49 child care spaces,Durham,Central,421 SANDFORD RD,L0C1E0,,"$3,261,108",,Yes,,,,44.13566,-79.20617
343,Child care,Education,Vaughan,Pope Francis Catholic Elementary School,Complete,September 2018,Expansion of existing school,Addition to accommodate 49 child care spaces,York,Central,15 SECORD AVE,L4H3Z3,,"$1,712,510",,Yes,,Yes,,43.83015,-79.65562
344,Child care,Education,Vaughan,École élémentaire publique la Fontaine,Complete,September 2018,Expansion of existing school,Addition to accommodate 49 child care spaces and 1 EarlyON room,York,Central,10110 ISLINGTON AVE,L0J1C0,,"$1,512,510",,Yes,Yes,Yes,,43.83457,-79.62107
345,Child care,Education,Vaughan,École élémentaire catholique Le-Petit-Prince,Complete,January 2021,Expansion of existing school,Addition to accommodate 15 child care spaces,York,Central,79 AVRO RD,L6A1Y3,,"$504,171",,Yes,Yes,,,43.85,-79.5246
346,Child care,Education,Vaughan,Netivot Ha Torah,Complete,September 2020,Renovation of existing building,Renovation to accommodate 87 community-based child care spaces,York,Central,18 ATKINSON AVE,L4J8C8,,"$500,000",,Yes,,,,43.809198,-79.443308
347,Child care,Education,Vaughan,Social Enterprise for Canada Woodbridge EarlyON,Complete,September 2018,Renovation of existing building,Renovation to accommodate 2 community-based EarlyON rooms,York,Central,140 WOODBRIDGE AVE,L4L4K9,,"$225,000",,Yes,,,,43.785584,-79.593374
348,Child care,Education,Vaughan,The Congregation of the Passionist Sisters of San Paola,Complete,September 2020,Renovation of existing building,Renovation to accommodate 141 community-based child care spaces,York,Central,1431 CLARENCE ST,L4H3C4,,"$386,000",,Yes,,,,43.820662,-79.606878
349,Child care,Education,Vaughan,Vaughan Metropolitan Centre YMCA,Complete,September 2019,Expansion of existing building,Addition to accommodate 75 community-based child care spaces,York,Central,200 APPLEMILL RD,L4K0J8,,"$2,500,000",,Yes,,,,43.795996,-79.52867
350,Child care,Education,Waterloo,École élémentaire catholique Mère-Élisabeth-Bruyère,Complete,January 2022,Expansion of existing school,Addition to accommodate 24 child care spaces,Waterloo,Southwest,280 GLENRIDGE DR,N2J3W4,,"$963,671",,Yes,Yes,,,43.4832,-80.51039
351,Child care,Education,Waterloo,école élémentaire publique l'Harmonie,Planning,September 2025,Expansion of existing school,Addition to accommodate 73 child care spaces,Waterloo,Southwest,158 BRIDGEPORT RD E,N2J2K4,,"$2,139,296",,Yes,,,,43.47168,-80.50794
352,Child care,Education,West Elgin,Aldborough Public Elementary School,Complete,February 2023,Expansion of existing school,Addition to accommodate 64 child care spaces and 2 EarlyON rooms,Elgin,Southwest,11443 FURNIVAL RD,N0L2C0,,"$3,910,174",,Yes,,,,42.55637,-81.66922
353,Child care,Education,West Elgin,St. Mary's Catholic Elementary School,Complete,September 2023,Renovation of existing school,Renovation to accommodate 15 child care spaces,Elgin,Southwest,128 WILLIAM ST,N0L2P0,,"$1,440,826",,Yes,,,,42.6053,-81.6022
354,Child care,Education,West Grey,Spruce Ridge Public Elementary School,Complete,September 2022,Expansion of existing school,Addition to accommodate 39 child care spaces,Grey,Southwest,239 KINCARDINE ST,N0G1R0,,"$2,163,227",,Yes,,,,44.17444,-80.8128
355,Child care,Education,West Nipissing,Our Lady of Sorrows Catholic Elementary School,Complete,April 2019,Renovation of existing school,Renovation to accommodate 24 child care spaces,Nipissing,Northeast,680 COURSOL RD,P2B3L1,,"$299,982",,Yes,,,,46.36983,-79.91432
356,Child care,Education,West Perth,Upper Thames Public Elementary School,Complete,April 2021,Expansion of existing school,Addition to accommodate 73 child care spaces,Perth,Southwest,165 FRANCES ST E RR 5,N0K1N0,,"$2,071,196",,Yes,,,,43.4736,-81.18566
357,Child care,Education,Whitby,St. Leo Catholic Elementary School,Complete,January 2019,Renovation of existing school,Renovation to accommodate 73 child care spaces,Durham,Central,120 WATFORD ST,L1M1H2,,"$1,008,340",,Yes,,,,43.9642,-78.9507
358,Child care,Education,Whitby,Winchester Public Elementary School,Complete,September 2021,Renovation of existing school,Renovation to accommodate 49 child care spaces,Durham,Central,70 WATFORD ST,L1M1E8,,"$883,341",,Yes,,,,43.96112,-78.95096
359,Child care,Education,Whitby,St. Theresa Catholic Elementary School,Complete,October 2020,Renovation of existing school,Renovation to accommodate 39 child care spaces,Durham,Central,173 CRAWFORTH ST,L1N3S4,,"$504,171",,Yes,,,,43.88675,-78.92185
360,Child care,Education,Whitby,École élémentaire catholique Jean-Paul II,Complete,January 2021,Expansion of existing school,Addition to accommodate 24 child care spaces,Durham,Central,1001 HUTCHISON AVE,L1N2A3,,"$504,171",,Yes,,,,43.87759,-78.92517
361,Child care,Education,Windsor,St. Teresa of Calcutta Catholic Elementary School,Complete,June 2023,Expansion of existing school,Addition to accommodate 73 child care spaces,Essex,Southwest,1860 CHANDLER RD,N8W0A9,,"$2,281,554",,Yes,,,,42.3076176,-82.9854799
362,Child care,Education,Windsor,École élémentaire catholique Sainte-Thérèse,Planning,January 2025,Expansion of existing school,Addition to accommodate 15 child care spaces,Essex,Southwest,5305 TECUMSEH RD E,N8T1C5,,"$871,426",,Yes,Yes,,,42.30812,-82.96004
363,Child care,Education,Windsor,École élémentaire catholique Saint-Edmond,Under construction,September 2024,Expansion of existing school,Addition to accommodate 15 child care spaces,Essex,Southwest,1880 TOTTEN ST,N9B1X3,,"$620,419",,Yes,Yes,,,42.28933,-83.04734
364,Child care,Education,Windsor,Ska:Na Family Learning Centre Northway,Complete,September 2019,Expansion of existing building,Addition to accommodate 73 community-based child care spaces,Essex,Southwest,1699 NORTHWAY AVE,N9B3L8,,"$2,100,000",,Yes,,,,42.28709,-83.055874
365,Child care,Education,Woodstock,Algonquin Public Elementary School,Complete,September 2021,Expansion of existing school,Addition to accommodate 34 child care spaces,Oxford,Southwest,59 ALGONQUIN RD,N4T1R8,,"$1,516,992",,Yes,,,,43.15131,-80.73352
366,Child care,Education,,Hagersville Public Secondary School,Complete,May 2022,Expansion of existing school,Addition to accommodate 49 child care spaces,,,70 PARKVIEW RD,N0A1H0,,"$786,506",,Yes,,,,42.95759,-80.04511
367,Child care,Education,,Notre Dame Catholic Elementary School,Complete,September 2017,Renovation of existing school,Renovation to accommodate 2 EarlyON rooms,,,35 BRAEMAR AVE,N3W2M5,,"$40,735",,Yes,,,,43.06181,-79.96379
368,Child care,Education,,Central Public Elementary School,Complete,February 2020,Expansion of existing school,Addition to accommodate 64 child care spaces,,,135 GEORGE ST,N3T6B4,,"$2,057,016",,Yes,,,,43.14448,-80.2628
369,Child care,Education,,Our Lady of Providence Catholic Elementary School,Complete,December 2021,Expansion of existing school,Addition to accommodate 49 child care spaces,,,55 KENT RD,N3R7X8,,"$1,706,554",,Yes,,,,43.17546,-80.28516
370,Child care,Education,,Holy Trinity Catholic Secondary School,Complete,March 2022,Expansion of existing school,Addition to accommodate 49 child care spaces,,,128 EVERGREEN HILL RD,N3Y4K1,,"$1,731,554",,Yes,,,,42.82441,-80.31147
371,Child care,Education,,Cobblestone Public Elementary School,Under construction,May 2025,Expansion of existing school,Addition to accommodate 64 child care spaces,,,179 GRANDVILLE CIR,N3L0A9,,"$2,224,868",,Yes,,,,43.17941,-80.39452
372,Child care,Education,,Banbury Heights Public Elementary School,Under construction,December 2024,Expansion of existing school,Addition to accommodate 64 child care spaces,,,141 BANBURY RD,N3P1E3,,"$2,182,082",,Yes,,,,43.18925,-80.23675
373,Child care,Education,,école élémentaire catholique Sainte-Marguerite-Bourgeoys,Planning,September 2025,Expansion of existing school,Addition to accommodate 24 child care spaces,,,60 CLENCH AVE,N3T1B8,,"$545,521",,Yes,Yes,,,43.1249,-80.26937
374,Child care,Northern Development,Wabigoon First Nation,Wabigoon Lake Ojibway Nation - New Early-years Centre,Complete,September 2021,Stage 1 of the Construction of a new Early Learning Centre,Development of a new early learning centre for the community ,,Northwest,"RR#1, Site 115, PO Box 300",P8N 2Y4,,"$380,000",,Yes,,Yes,,49.62665,-92.47773
