_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
595,Education,Education,Thunder Bay,École Elsie MacGill Public Elementary School,Complete,September 2020,New school built,"New facility to accommodate 745 students as a result of a consolidation, including the construction of 49 child care spaces",Thunder Bay,Northwest,130 CHURCHILL DR W,P7C1V5,,"$27,980,790",,Yes,,Yes,,48.38839,-89.28096
596,Education,Education,Thunder Bay,Westgate Public Secondary School,Complete,September 2018,Expansion of existing school,New classroom addition of 79 pupil places to accommodate students as a result of a consolidation,Thunder Bay,Northwest,707 JAMES ST S,P7E2V9,,"$4,749,675",,Yes,,Yes,,48.37316,-89.29105
597,Education,Education,Thunder Bay,École secondaire catholique de La Vérendrye,Complete,September 2015,Renovation of existing school,School renovation as a result of condition of school,Thunder Bay,Northwest,175 HIGH ST N,p7a8c7,,0,,,,Yes,,48.44435,-89.22939
598,Education,Education,Thunder Bay,Sir Winston Churchill Public Secondary School,Complete,September 2018,Demolition,Full/Partial demolition of the existing facility,Thunder Bay,Northwest,130 CHURCHILL DR W,P7C1V5,,"$3,491,187",,Yes,,,,48.389,-89.28265
599,Education,Education,Thunder Bay,école élémentaire publique Thunder Bay,Complete,September 2023,Renovation of existing school,Renovation to accommodate 257 underserved French-language students,Thunder Bay,Northwest,TBD,P7C1H2,,"$1,100,000",,Yes,,,,,
600,Education,Education,Thunder Bay District,Savant Lake Public Elementary School,Planning,September 2025,Construction of new school,New replacement facility to accommodate 95 students,Thunder Bay,Northwest,FIRST ST,POV2S0,,"$4,750,222",,Yes,,,,,
601,Education,Education,Tillsonburg,Annandale Public Elementary School,Complete,September 2014,Renovation of existing school,Converted middle and high school into elementary (kindergarten to Gr. 8) to accommodate 580 students,Oxford,Southwest,60 Tillson Ave,N4G3A1,,"$2,072,676",,Yes,,Yes,,42.86467,-80.72225
602,Education,Education,Tillsonburg,South Ridge Public Elementary School,Complete,September 2014,Expansion of existing school,New classrooms add 118 new pupil places for growing school (now roughly 400students),Oxford,Southwest,10 South Ridge Rd,N4G0C1,,"$3,556,585",,Yes,,Yes,,42.88378,-80.75542
603,Education,Education,Tillsonburg,Westfield Public Elementary School,Complete,September 2015,New school built,New facility to accommodate 602 students as a result of a consolidation,Oxford,Southwest,102 DEREHAM DR,N4G0G5,,"$11,277,427",,Yes,,,,42.85849979,-80.74876772
604,Education,Education,Timmins,Pope Francis Catholic Elementary School,Complete,September 2018,Expansion of existing school,"New classroom addition of 150 pupil places to accommodate students as a result of a consolidation, including 34 child care spaces",Cochrane,Northeast,387 BALSAM ST N,P4N6H5,,"$6,716,636",,Yes,,Yes,,48.48385,-81.3314
605,Education,Education,Timmins,école élémentaire publique Lionel Gauthier,Complete,September 2016,Expansion of existing school,New classroom addition of 46 pupil places for a growing school,Cochrane,Northeast,145 ST. JEAN ST,P4R0J7,,"$232,150",,Yes,,Yes,,48.47749,-81.38019
606,Education,Education,Timmins,École élémentaire publique Lionel Gauthier,Complete,September 2016,New school built,New replacement facility to accommodate 300 students,Cochrane,Northeast,145 ST. JEAN ST,P4R0J7,,"$9,604,282",,Yes,Yes,Yes,,48.47749,-81.38019
607,Education,Education,Toronto,Blessed Cardinal Newman Catholic Secondary School,Under construction,September 2026,Construction of new school,New facility to accommodate 1110 students in a growing community,Toronto,Central,100 BRIMLEY RD S,M1M3X4,,"$30,576,050",,Yes,,,,43.71291003,-79.2426899
608,Education,Education,Toronto,St. Eugene Catholic Elementary School,Complete,August 2017,Expansion of existing school,New classroom addition of 308 pupil places for a growing school,Toronto,Central,30 WESTROYAL RD,M9P2C3,,"$1,803,872",,Yes,,Yes,,43.69236,-79.53691
609,Education,Education,Toronto,St. Paschal Baylon Catholic Elementary School,Complete,September 2018,Expansion of existing school,New classroom addition of 404 pupil places for a growing school,Toronto,Central,15 ST. PASCHAL CRT,M2M1X6,,"$2,157,209",,Yes,,Yes,,43.79192,-79.43164
610,Education,Education,Toronto,St. Simon Catholic Elementary School,Complete,September 2018,Construction of new school,New facility to accommodate 542 students in a growing community,Toronto,Central,24 STRATHBURN BLVD,M9M2K3,,"$11,719,798",,Yes,,Yes,,43.71874144,-79.53338855
611,Education,Education,Toronto,St. Ursula Catholic Elementary School,Complete,September 2017,Expansion of existing school,New classroom addition of 69 pupil places for a growing school,Toronto,Central,215 LIVINGSTON RD,M1E1L8,,"$1,342,396",,Yes,,Yes,,43.74982,-79.19966
612,Education,Education,Toronto,W Tredway / JS Woodsworth Public Elementary School,Complete,September 2015,Expansion of existing school,,Toronto,Central,120 Sedgemount Dr,M1H 1X9,,0,,Yes,,,,43.765414,-79.234627
613,Education,Education,Toronto,Pope Francis Catholic Elementary School,Complete,September 2016,Renovation of existing school,School renovation to address accommodation needs as a result of a consolidation,Toronto,Central,319 OSSINGTON AVE,M6J3A6,,"$254,556",,Yes,,,,43.65156,-79.42102
614,Education,Education,Toronto,Avondale Public Elementary School,Complete,September 2018,Construction of new school,"New facility to accommodate 553 students in a growing community, including the construction of 88 child care spaces",Toronto,Central,171 AVONDALE AVE,M2N2V4,,"$12,487,815",Yes,Yes,,Yes,,43.759545,-79.400396
615,Education,Education,Toronto,Midland Lawrence Public Secondary School,Complete,December 2019,Construction of new school,New facility to accommodate 1509 students as a result of a consolidation,Toronto,Central,125 BROCKLEY DR,M1P0E1,,"$42,201,417",,Yes,,Yes,,43.66673212,-79.38310605
616,Education,Education,Toronto,Bloor Public Secondary School,Under construction,October 2024,Construction of new school,New facility to accommodate 922 students as a result of a consolidation,Toronto,Central,1141 BLOOR ST W,M6H1M9,,"$20,348,927",,Yes,,Yes,,43.659015,-79.43529
617,Education,Education,Toronto,Davisville Junior Public Elementary School,Complete,September 2021,Construction of new school,"New facility to accommodate 728 students in a growing community, including the construction of 62 child care spaces",Toronto,Central,43 MILLWOOD RD,M4S1J6,,"$21,203,315",Yes,Yes,,Yes,,43.6992218,-79.39484091
618,Education,Education,Toronto,George Webster Public Elementary School,Complete,September 2017,Construction of new school,New facility to accommodate 848 students in a growing community,Toronto,Central,50 CHAPMAN AVE,M4B1C5,,"$6,519,645",Yes,Yes,,Yes,,43.68882026,-79.5182766
619,Education,Education,Toronto,Terry Fox Public Elementary School,Complete,October 2023,Expansion of existing school,"New classroom addition of 276 pupil places for a growing school, including 88 child care spaces",Toronto,Central,185 WINTERMUTE BLVD,M1W3M9,,"$10,645,277",,Yes,,Yes,,43.8158403,-79.3190106
620,Education,Education,Toronto,Hodgson Public Middle School,Planning,September 2026,Expansion of existing school,New classroom addition of 391 pupil places for a growing school,Toronto,Central,282 DAVISVILLE AVE,M4S1H2,,"$37,452,158",,Yes,,Yes,,43.70115,-79.38492
621,Education,Education,Toronto,Courcelette Public Elementary School,Planning,September 2026,Expansion of existing school,New classroom addition of 138 pupil places for a growing school,Toronto,Central,100 FALLINGBROOK RD,M1N2T6,,"$3,221,934",,Yes,,,,43.6790881,-79.2785357
622,Education,Education,Toronto,Danforth Public Secondary School,Complete,January 2018,Renovation of existing school,School renovation to address accommodation needs as a result of a consolidation,Toronto,Central,800 GREENWOOD AVE,M4J4B7,,"$3,783,266",,Yes,,,,43.68283,-79.33408
623,Education,Education,Toronto,Monarch Park Public Secondary School,Complete,September 2017,Renovation of existing school,School renovation to address accommodation needs as a result of a consolidation,Toronto,Central,1 HANSON ST,M4J1G6,,"$845,508",,Yes,,,,43.6786419,-79.3231378
624,Education,Education,Toronto,Castlebar Public Elementary School,Complete,September 2017,Renovation of existing school,School renovation,Toronto,Central,70 CHARTWELL RD,M8Z4G6,,"$1,044,187",,Yes,,,,43.63058,-79.51384
625,Education,Education,Toronto,St. Augustine of Canterbury Catholic Elementary School,Complete,September 2019,Expansion of existing school,"New classroom addition of 92 pupil places for a growing school, including 49 child care spaces",Toronto,Central,98 SHOREHAM DR,M3N1S9,,"$7,310,189",,Yes,,Yes,,43.76808,-79.52484
626,Education,Education,Toronto,St. Clement Catholic Elementary School,Complete,September 2018,Expansion of existing school,"New classroom addition of 170 pupil places for a growing school, including 49 child care spaces",Toronto,Central,4319 BLOOR ST W,M9C2A2,,"$6,483,861",,Yes,,Yes,,43.63258,-79.57388
627,Education,Education,Toronto,St. Fidelis Catholic Elementary School,Under construction,September 2025,Construction of new school,"New facility to accommodate 648 students in a growing community, including the construction of 25 child care spaces",Toronto,Central,155 FALSTAFF AVE,M6L2E5,,"$28,209,126",,Yes,,Yes,,43.71768,-79.495826
628,Education,Education,Toronto,St. John the Evangelist Catholic Elementary School,Complete,September 2019,Construction of new school,New replacement facility to accommodate 600 students,Toronto,Central,23 GEORGE ST,M9N2B4,,"$11,728,940",Yes,Yes,,Yes,,43.70334651,-79.52053272
629,Education,Education,Toronto,St. Joseph Morrow Park Catholic Secondary School,Complete,January 2021,Construction of new school,New facility to accommodate 800 students in a growing community,Toronto,Central,3336 BAYVIEW AVE,M2M3R9,,"$22,543,937",,Yes,,Yes,,43.7867042,-79.3924783
630,Education,Education,Toronto,St. Leo Catholic Elementary School,Complete,September 2024,Construction of new school,"New facility to accommodate 500 students as a result of a consolidation, including the construction of 49 child care spaces and of 1 EarlyON room",Toronto,Central,165 STANLEY AVE,M8V1P1,,"$22,296,510",,Yes,,Yes,,43.61416373,-79.49630707
631,Education,Education,Toronto,St. Raymond Catholic Elementary School,Complete,September 2025,Construction of new school,"New facility to accommodate 350 students as a result of a consolidation, including the construction of 49 child care spaces",Toronto,Central,270 BARTON AVE,M6G1R4,,"$23,834,362",,Yes,,Yes,,43.66592,-79.42317
632,Education,Education,Toronto,The Holy Trinity Catholic Elementary School,Complete,September 2017,Construction of new school,New facility to accommodate 536 students as a result of a consolidation,Toronto,Central,6 COLONEL SAMUEL SMITH PARK DR,M8V4B7,,"$10,252,328",,Yes,,Yes,,43.59763,-79.51695
633,Education,Education,Toronto,St. Antoine Daniel Catholic Elementary School,Under construction,September 2025,Construction of new school,"New facility to accommodate 510 students in a growing community, including the construction of 88 child care spaces",Toronto,Central,160 FINCH AVE W,M2N2J2,,"$27,464,366",,Yes,,Yes,,43.77755199,-79.4297765
634,Education,Education,Toronto,Regina Mundi Catholic Elementary School,Complete,January 2024,Renovation of existing school,"Renovation to improve school condition, including 88 child care spaces",Toronto,Central,70 PLAYFAIR AVE,M6B2P9,,"$8,784,730",,Yes,,,,43.71006,-79.4593
635,Education,Education,Toronto,École élémentaire catholique Notre-Dame-de-Grâce,Complete,September 2016,New school built,New facility to accommodate 349 students in a growing community,Toronto,Central,59 CLEMENT RD,M9R1Y5,,"$7,423,442",,Yes,Yes,,,43.67937,-79.55919
636,Education,Education,Toronto,École secondaire catholique Père-Philippe-Lamarche,Complete,September 2017,Construction of new school,New facility to accommodate 500 underserved French-language students,Toronto,Central,2850 EGLINTON AVE E,M1J2C8,,"$14,339,514",,Yes,,,,43.73929179,-79.24084121
637,Education,Education,Toronto,Keele Street Public Elementary School,Complete,September 2016,Expansion of existing school,New classroom addition of 236 pupil places to accommodate students as a result of a consolidation,Toronto,Central,99 MOUNTVIEW AVE,M6P2L5,,"$6,146,616",Yes,Yes,,Yes,,43.6572204,-79.4615677
638,Education,Education,Toronto,McCowan Road Junior Child Care,Complete,September 2016,Renovation of existing school,Minor school renovation to accommodate a child care,Toronto,Central,425 MCCOWAN RD,M1J1J1,,"$584,943",,Yes,,Yes,,43.743792,-79.2388347
639,Education,Education,Toronto,Norseman Junior & Middle Public Elementary School,Complete,January 2020,Expansion of existing school,New classroom addition of 322 pupil places for a growing school,Toronto,Central,105 NORSEMAN ST,M8Z2R1,,"$6,515,961",,Yes,,,,43.6341949,-79.5161798
640,Education,Education,Toronto,West Hill Public Secondary School,Complete,September 2017,Renovation of existing school,School renovation to address accommodation needs as a result of a consolidation,Toronto,Central,350 MORNINGSIDE AVE,M1E3G3,,"$1,873,390",,Yes,,,,43.7756587,-79.1910427
641,Education,Education,Toronto,Sir Wilfrid Laurier Public Secondary School,Complete,September 2018,Renovation of existing school,School renovation to address accommodation needs as a result of a consolidation,Toronto,Central,145 GUILDWOOD PKY,M1E1P5,,"$266,390",,Yes,,,,43.7465588,-79.1966736
642,Education,Education,Toronto,Swansea Junior & Senior Public Elementary School,Complete,September 2016,Expansion of existing school,School addition and renovation,Toronto,Central,207 WINDERMERE AVE,M6S3J9,,"$8,656,744",,Yes,,Yes,,43.6436772,-79.4757277
643,Education,Education,Toronto,Jean Lumb Public Elementary School,Complete,January 2020,New school built,New facility to accommodate 545 students in a growing community,Toronto,Central,20 BRUNEL CRT,M5V0R5,,0,,,,Yes,,43.63905,-79.39451
644,Education,Education,Toronto,Avondale Public Elementary School,Complete,September 2015,Demolition,Full/Partial demolition of the existing facility,Toronto,Central,171 AVONDALE AVE,M2N2V4,,"$956,956",,Yes,,,,43.759545,-79.400396
645,Education,Education,Toronto,Dante Alighieri Catholic Secondary School,Under construction,September 2026,Construction of new school,New facility to accommodate 650 students in a growing community,Toronto,Central,60 PLAYFAIR AVE,M6B2P9,,"$59,219,018",,Yes,,Yes,,43.71017,-79.45802
646,Education,Education,Toronto,Our Lady  of Wisdom Catholic Elementary School,Complete,September 2016,Expansion of existing school,New classroom addition of 127 pupil places for a growing school,Toronto,Central,10 JAPONICA RD,M1R4R7,,"$2,064,409",,Yes,,Yes,,43.76164,-79.3082
647,Education,Education,Toronto,St. Malachy Catholic Secondary School,Complete,September 2016,Expansion of existing school,New classroom addition of 190 pupil places for a growing school,Toronto,Central,80 BENNETT RD,M1E3Y3,,"$3,832,900",,Yes,,,,43.77131,-79.16582
648,Education,Education,Toronto,St. Margaret Catholic Elementary School,Under construction,September 2025,Expansion of existing school,"New classroom addition of 67 pupil places for a growing school, including 49 child care spaces",Toronto,Central,85 CARMICHAEL AVE,M5M2X1,,"$1,942,066",Yes,Yes,,Yes,,43.73611,-79.42667
649,Education,Education,Toronto,St. Victor Catholic Elementary School,Complete,September 2017,Expansion of existing school,New classroom addition of 245 pupil places for a growing school,Toronto,Central,20 BERNADINE ST,M1P4M2,,"$998,260",,Yes,,Yes,,43.76907,-79.25912
650,Education,Education,Toronto,Bishop Macdonell Catholic Elementary School,Complete,January 2020,New school built,New facility to accommodate 536 students in a growing community,Toronto,Central,20 BRUNEL CRT,M5V0R5,,0,,,,Yes,,43.639517,-79.394477
651,Education,Education,Toronto,École élémentaire publique Micheline-Saint-Cyr,Complete,September 2017,Renovation of existing school,New facility to accommodate 200 underserved French-language students,Toronto,Central,85 FORTY FIRST ST,M8W3P1,,"$5,227,549",,Yes,Yes,Yes,,43.58995,-79.54403
652,Education,Education,Toronto,St. Raymond Catholic Elementary School,Complete,September 2018,Demolition,Full/Partial demolition of the existing facility,Toronto,Central,270 BARTON AVE,M6G1R4,,"$1,573,027",,Yes,,,,43.66592,-79.42317
653,Education,Education,Toronto,Dennis Avenue Public Elementary School,Under construction,September 2025,Construction of new school,"New facility to accommodate 358 students as a result of a consolidation, including the construction of 88 child care spaces",Toronto,Central,17 DENNIS AVE,M6N2T7,,"$12,768,481",,Yes,,Yes,,43.68426,-79.48743
654,Education,Education,Toronto,Kapapamahchakwew - Wandering Spirit Public Elementary and Secondary School,Under construction,January 2026,Expansion of existing school,"New classroom addition of 304 pupil places to accommodate students as a result of consolidation, including 64 child care spaces and 1 EarlyON room",Toronto,Central,16 PHIN AVE,M4J3T2,,"$11,513,307",,Yes,,,,43.67907523,-79.33703884
655,Education,Education,Toronto,George Syme Public Elementary School,Under construction,September 2024,Expansion of existing school,"New classroom addition of 184 pupil places to accommodate students as a result of consolidation, including 88 child care spaces",Toronto,Central,69 PRITCHARD AVE,M6N1T6,,"$5,491,007",,Yes,,Yes,,43.6688208,-79.4909364
656,Education,Education,Toronto,Hollywood Public Elementary School,Under construction,January 2025,Expansion of existing school,"New classroom addition of 184 pupil places for a growing school, including 64 child care spaces",Toronto,Central,360 HOLLYWOOD AVE,M2N3L4,,"$13,994,993",,Yes,,Yes,,43.7707619,-79.3925187
657,Education,Education,Toronto,Sir Sandford Fleming Public Elementary School,Complete,September 2022,Renovation of existing school,"Renovation to address accommodation needs as a result of a consolidation, including 88 child care spaces",Toronto,Central,50 AMEER AVE,M6A2L3,,"$5,024,635",,Yes,,Yes,,43.72830312,-79.44277385
658,Education,Education,Toronto,Kipling Public Secondary School,Under construction,September 2024,Renovation of existing school,"Renovation to address accommodation needs as a result of a consolidation, including 88 child care spaces",Toronto,Central,380 THE WESTWAY,M9R1H4,,"$2,612,256",,Yes,,Yes,,43.68528,-79.56234
659,Education,Education,Toronto,Davisville Junior Public Elementary School,Complete,September 2018,Demolition,Full/Partial demolition of the existing facility,Toronto,Central,43 MILLWOOD RD,M4S1J6,,"$3,032,638",,Yes,,,,43.69938,-79.39484
660,Education,Education,Toronto,Brockton Learning Centre,Complete,December 2019,Demolition,Full/Partial demolition of the existing facility,Toronto,Central,90 CROATIA ST,M6H1K9,,"$5,275,587",,Yes,,,,43.65817,-79.43799
661,Education,Education,Toronto,St. Michael's Choir Catholic Elementary School,Under construction,September 2026,Construction of new school,New replacement facility to accommodate 300 students,Toronto,Central,TBD,TBD,,"$11,155,222",,Yes,,,,,
662,Education,Education,Toronto,Holy Angels Catholic Elementary School,Complete,September 2024,Construction of new school,"New facility to accommodate 600 students in a growing community, including the construction of 88 child care spaces",Toronto,Central,65 JUTLAND RD,M8Z2G6,,"$20,360,797",,Yes,,,,43.6282483,-79.51771366
663,Education,Education,Toronto,St. Matthias Catholic Elementary School,Under construction,January 2025,Construction of new school,"New facility to accommodate 525 students as a result of a consolidation, including the construction of 88 child care spaces",Toronto,Central,101 VAN HORNE AVE,M2J2S8,,"$27,329,038",,Yes,,,,43.78448073,-79.35948012
664,Education,Education,Toronto,école secondaire publique Toronto Est,Complete,September 2020,Renovation of existing school,New facility to accommodate 501 students in a growing community,Toronto,Central,24 MOUNTJOY AVE,M4J1J6,,"$4,585,000",,Yes,,,,43.68082989,-79.33047497
665,Education,Education,Toronto,Baycrest Catholic Elementary School,Planning,September 2027,Construction of new school,"New facility to accommodate 504 students in a growing community, including the construction of 49 child care spaces",Toronto,Central,145 BAYCREST AVE,M6A1W4,,"$3,139,978",,Yes,,Yes,,43.726739,-79.44428
666,Education,Education,Toronto,École secondaire publique Toronto Est,Complete,September 2023,Renovation of existing school,New facility to accommodate 501 students in a growing community,Toronto,Central,24 MOUNTJOY AVE,M4J1J6,,"$22,567,177",,Yes,,Yes,,43.68082989,-79.33047497
667,Education,Education,Toronto,McKee Public Elementary School,Planning,June 2025,Expansion of existing school,New classroom addition of 69 pupil places for a growing school,Toronto,Central,35 CHURCH AVE,M2N6X6,,"$4,423,735",,Yes,,,,43.77426711,-79.4105157
668,Education,Education,Toronto,Buttonwood Catholic Elementary School,Planning,September 2026,Construction of new school,"New facility to accommodate 600 students in a growing community, including the construction of 88 child care spaces",Toronto,Central,100 ALLANHURST DR,M9A4K4,,"$15,887,554",,Yes,,,,43.68026014,-79.51927676
669,Education,Education,Toronto,David Lewis Public Elementary School,Planning,June 2027,Expansion of existing school,"New classroom addition of 184 pupil places for a growing school, including 40 child care spaces",Toronto,Central,130 FUNDY BAY BLVD,M1W3G1,,"$5,848,608",,Yes,,,,43.8096061,-79.317908
670,Education,Education,Toronto,Buttonwood Catholic Secondary School,Planning,September 2024,Construction of new school,New facility to accommodate 900 students in a growing community,Toronto,Central,100 ALLANHURST DR,M9A4K4,,"$26,355,588",,Yes,,,,43.68068812,-79.51912325
671,Education,Education,Toronto,Bishop Allen Academy Catholic Secondary School,Planning,September 2027,Construction of new school,New facility to accommodate 1300 students in a growing community,Toronto,Central,721 ROYAL YORK RD,M8Y2T3,,"$36,013,876",,Yes,,,,43.634,-79.50543
672,Education,Education,Toronto,Lorreto Abbey Catholic Secondary School,Planning,September 2026,Expansion of existing school,New classroom addition of 620 pupil places for a growing school,Toronto,Central,101 MASON BLVD,M5M3E2,,"$24,088,380",,Yes,,,,43.74088,-79.4111
673,Education,Education,Toronto,École élémentaire publique Paul-Demers,Planning,September 2025,Construction of new school,"New facility to accommodate 412 students in a growing community, including the construction of 73 child care spaces",Toronto,Central,44 APPIAN DR,M2J2P9,,"$11,539,404",,Yes,,,,43.78584,-79.37088
674,Education,Education,Toronto,école élémentaire catholique Sainte-Marguerite-d'Youville,Complete,January 2022,Expansion of existing school,Addition and renovation to accommodate for Full Day Kindergarten,Toronto,Central,755 ROYAL YORK RD,M8Y2T3,,"$1,210,000",,Yes,Yes,,,43.63589,-79.50594
675,Education,Education,Toronto,Dennis Avenue Public Elementary School,Complete,September 2022,Demolition,Full/Partial demolition of the existing facility,Toronto,Central,17 DENNIS AVE,M6N2T7,,"$1,867,708",,Yes,,,,43.68426,-79.48743
676,Education,Education,Toronto,Toronto Public Elementary School,Planning,March 2029,Construction of new school,New facility to accommodate 455 students in a growing community,Toronto,Central,YONGE ST / QUEENS QUAY W,TBD,,"$44,000,000",,Yes,,,,,
677,Education,Education,Toronto,York Memorial Public Secondary School,Under construction,September 2026,Expansion of existing school,New classroom addition of 368 pupil places to accommodate students as a result of consolidation,Toronto,Central,2690 EGLINTON AVE W,M6M1T9,,"$11,045,702",,Yes,,Yes,,43.69058949,-79.47615359
678,Education,Education,Toronto,école élémentaire catholique Saint-Michel,Planning,March 2025,Expansion of existing school,New classroom addition of 92 pupil places for a growing school,Toronto,Central,29 MEADOWVALE RD,M1C1R7,,"$2,879,699",,Yes,,,,43.7780078,-79.15606408
679,Education,Education,Toronto,Holy Angels Catholic Elementary School,Complete,August 2022,Demolition,Full/Partial demolition of the existing facility,Toronto,Central,65 JUTLAND RD,M8Z2G6,,"$992,200",,Yes,,,,43.6282483,-79.51771366
680,Education,Education,Toronto,Elizabeth Simcoe Jr. Public Elementary School,Planning,January 2027,Expansion of existing school,New classroom addition of 46 pupil places to accommodate students as a result of consolidation,Toronto,Central,166 SYLVAN AVE,M1E1A3,,"$2,532,250",,Yes,,,,43.7385487,-79.2061959
681,Education,Education,Toronto,Poplar Road Jr. Public Elementary School,Planning,September 2027,Construction of new school,"New facility to accommodate 341 students as a result of a consolidation, including the construction of 88 child care spaces",Toronto,Central,TBD,M1E1S4,,"$13,440,170",,Yes,,,,,
682,Education,Education,Toronto,St. Elizabeth Catholic Elementary School,Planning,September 2027,Construction of new school,"New facility to accommodate 600 students in a growing community, including the construction of 88 child care spaces",Toronto,Central,TBD,M9B1J8,,"$19,366,938",,Yes,,,,,
683,Education,Education,Toronto,St. Monica Catholic Elementary School,Planning,September 2027,Construction of new school,"New facility to accommodate 550 students in a growing community, including the construction of 88 child care spaces",Toronto,Central,TBD,M4P1T4,,"$18,635,030",,Yes,,,,,
684,Education,Education,Vaughan,Johnny Lombardi Public Elementary School,Complete,September 2016,New school built,New facility to accommodate 615 students in a growing community,York,Central,350 LAWFORD RD,L4H4C3,,"$10,799,431",,Yes,,,,43.85193557,-79.57052541
685,Education,Education,Vaughan,Pope Francis Catholic Elementary School,Complete,September 2016,New school built,New facility to accommodate 602 students in a growing community,York,Central,15 AV SECORD,L4H3Z3,,"$8,759,418",,Yes,,Yes,,43.83015,-79.65562
686,Education,Education,Vaughan,Roméo Dallaire Public Elementary School,Complete,September 2015,New school built,New facility to accommodate 615 students in a growing community,York,Central,550 PETER RUPERT AVE,L6A0S1,,"$10,810,212",,Yes,,,,43.85542,-79.49838
687,Education,Education,Vaughan,Viola Desmond Public Elementary School,Complete,October 2019,New school built,"New facility to accommodate 638 students in a growing community, including the construction of 39 child care spaces",York,Central,25 FARRELL RD,L6A4W7,,"$13,696,143",,Yes,,,,43.871308,-79.471585
688,Education,Education,Vaughan,St. Catherine of Siena Catholic Elementary School,Complete,September 2018,Renovation of existing school,Renovation to address accommodation needs as a result of full day kindergarten,York,Central,80 TERRA RD,L4L3J5,,"$400,000",,Yes,,,,43.77843,-79.57271
689,Education,Education,Vaughan,école secondaire catholique Vaughan,Under construction,September 2024,Construction of new school,"New facility to accommodate 407 students in a growing community, including the construction of 49 child care spaces",York,Central,200 ABERDEEN AVE,L4L1C4,,"$21,118,850",,Yes,Yes,Yes,,43.80055,-79.5706
690,Education,Education,Vaughan,Kleinburg Nashville Public Elementary School,Under construction,September 2024,Construction of new school,"New facility to accommodate 638 students in a growing community, including the construction of 39 child care spaces",York,Central,BARON ST / ALGOMA DR,,,"$22,555,780",,Yes,,,,43.834519,-79.658079
691,Education,Education,Vaughan,Blue Willow Public Elementary School,Planning,January 2025,Expansion of existing school,New classroom addition of 52 pupil places for a growing school,York,Central,250 BLUE WILLOW DR,L4L9E1,,"$1,342,883",,Yes,,,,43.792,-79.5577
692,Education,Education,Wainfleet,Wainfleet Public Elementary School,Under construction,September 2024,Construction of new school,"New facility to accommodate 469 students as a result of a consolidation, including the construction of 49 child care spaces",Niagara,Central,31950 SUGARLOAF ST,L0S1V0,,"$15,268,128",,Yes,,Yes,,42.92128757,-79.374331
693,Education,Education,Wainfleet,St. Elizabeth Catholic Elementray School,Under construction,September 2025,Construction of new school,New replacement facility to accommodate 118 students,Niagara,Central,31950 SUGARLOAF ST,L0S1V0,,"$5,435,041",,Yes,,,,42.92128757,-79.374331
694,Education,Education,Wasaga Beach,Wasaga Beach Public Elementary School,Under construction,January 2025,Construction of new school,New facility to accommodate 406 students in a growing community,Simcoe,Central,TBD,TBD,,"$15,650,940",Yes,Yes,,Yes,,,
695,Education,Education,Waterloo,Vista Hills Public Elementary School,Complete,September 2017,New school built,New facility to accommodate 646 students in a growing community,Waterloo,Southwest,314 SWEET GALE ST,N2V0B3,,"$12,281,593",,Yes,,Yes,,43.45243,-80.59072
696,Education,Education,Waterloo,École secondaire publique David-Saint-Jacques,Complete,September 2019,Construction of new school,New facility to accommodate 323 underserved French-language students,Waterloo,Southwest,80 BURLINGTON DR,N2B1T5,,"$10,481,931",,Yes,,Yes,,43.43141329,-80.41455458
697,Education,Education,Waterloo,Holy Rosary Catholic Elementary School,Complete,September 2018,Demolition,Full/Partial demolition of the existing facility,Waterloo,Southwest,485 THORNDALE DR,N2T1W5,,0,,,,,,43.44535,-80.55375
698,Education,Education,Waterloo,Huron South Tartan Public Elementary School,Complete,September 2022,Construction of new school,"New facility to accommodate 591 students in a growing community, including the construction of 88 child care spaces and of 3 EarlyON room",Waterloo,Southwest,80 TARTAN AVE,N2R0N6,,"$17,082,532",Yes,Yes,,Yes,,43.38166243,-80.47942227
699,Education,Education,Waterloo,Laurelwood Public Elementary School,Under construction,September 2024,Expansion of existing school,New classroom addition of 184 pupil places for a growing school,Waterloo,Southwest,460 BRENTCLIFFE DR,N2T2R5,,"$6,421,759",,Yes,,,,43.46852,-80.57619
700,Education,Education,Waterloo,St. Agnes Elementary School,Complete,October 2023,Expansion of existing school,New classroom addition of 167 pupil places for a growing school,Waterloo,Southwest,254 NEILSON AVE,N2J2M3,,"$6,756,092",,Yes,,Yes,,43.47399,-80.50175
701,Education,Education,Welland,École élémentaire et secondaire publique Franco-Niagara,Complete,September 2019,Construction of new school,"New facility to accommodate 375 students as a result of a consolidation, including the construction of 49 child care spaces",Niagara,Central,670 TANGUAY AVE,L3B4G2,,"$14,176,412",,Yes,Yes,Yes,,42.98925,-79.2245
702,Education,Education,Welland,école secondaire publique Confédération,Complete,September 2019,Demolition,Full/Partial demolition of the existing facility,Niagara,Central,670 TANGUAY AVE,L3B4G2,,"$2,745,130",,Yes,,,,42.98923,-79.22445
703,Education,Education,Welland,Quaker Road Public Elementary School,Under construction,September 2025,Expansion of existing school,"New classroom addition of 331 pupil places for a growing school, including 49 child care spaces",Niagara,Central,333 QUAKER RD,L3C3G7,,"$10,393,253",,Yes,,,,43.0216,-79.2616
